completion_date,model_used,original_path,summary_path,status
2026-04-07 08:44:07,ollama/gemma4:26b,/Volumes/home/archives/papers/Introducing the AI Alliance.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Introducing the AI Alliance.pdf.md,completed
2026-04-07 09:27:20,ollama/gemma4:26b,/Volumes/home/archives/papers/C_2025_884_1_EN_annexe_acte_autonome_cp_part1_v4_4YAkRZf5bMIWOuMqiKMIGySPo_112367.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/C_2025_884_1_EN_annexe_acte_autonome_cp_part1_v4_4YAkRZf5bMIWOuMqiKMIGySPo_112367.pdf.md,completed
2026-04-07 09:42:25,ollama/gemma4:26b,/Volumes/home/archives/papers/US_Open_Source_AI_Governance_1741594189.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/US_Open_Source_AI_Governance_1741594189.pdf.md,completed
2026-04-07 09:44:55,ollama/gemma4:26b,/Volumes/home/archives/papers/Cybersecurity_Outlook_2025_1737260334.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Cybersecurity_Outlook_2025_1737260334.pdf.md,completed
2026-04-07 15:34:33,ollama/gemma4:26b,/Volumes/home/archives/papers/【电子阅读版】中国企业“出海”之路投融资全路径.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/【电子阅读版】中国企业“出海”之路投融资全路径.pdf.md,completed
2026-04-07 15:37:18,ollama/gemma4:26b,/Volumes/home/archives/papers/The_Best_Tool_for_CISOs_to_Evaluate_Third_Party_IS_Risk__1741746681.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/The_Best_Tool_for_CISOs_to_Evaluate_Third_Party_IS_Risk__1741746681.pdf.md,completed
2026-04-07 15:44:56,ollama/gemma4:26b,/Volumes/home/archives/papers/NIST.CSWP.29.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/NIST.CSWP.29.pdf.md,completed
2026-04-07 15:49:59,ollama/gemma4:26b,/Volumes/home/archives/papers/Conference_White_Paper_Steps_Towards_AI_Governance_1741746626.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Conference_White_Paper_Steps_Towards_AI_Governance_1741746626.pdf.md,completed
2026-04-07 15:50:00,ollama/gemma4:26b,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-07 16:00:27,ollama/gemma4:26b,/Volumes/home/archives/papers/ssrn-4849578.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/ssrn-4849578.pdf.md,completed
2026-04-07 16:17:08,ollama/gemma4:26b,/Volumes/home/archives/papers/Compliance and Risk explained with 2 cows.pdf,/app/N/A,error
2026-04-07 16:17:12,ollama/gemma4:26b,/Volumes/home/archives/papers/EnsignxSTH IR Day_TheEdge 30Nov2023_231201_085417.pdf,/app/N/A,error
2026-04-07 16:17:12,ollama/gemma4:26b,/Volumes/home/archives/papers/audible-mental model 2.pdf,/app/N/A,error
2026-04-07 18:00:00,ollama/gemma4:26b,/Volumes/home/archives/papers/Gnedenko-Theory of Probability.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Gnedenko-Theory of Probability.pdf.md,completed
2026-04-07 18:29:11,ollama/gemma4:26b,/Volumes/home/archives/papers/Implementation_Guide_for_the_U_K_AI_Cyber_Security_CoP_1739342849.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Implementation_Guide_for_the_U_K_AI_Cyber_Security_CoP_1739342849.pdf.md,completed
2026-04-07 18:51:26,ollama/gemma4:26b,/Volumes/home/archives/papers/NTU Memory Talk Slides (6 October 2023) Final Version PDF.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/NTU Memory Talk Slides (6 October 2023) Final Version PDF.pdf.md,completed
2026-04-07 18:51:26,ollama/gemma4:26b,/Volumes/home/archives/papers/audible-mental model 1.pdf,/app/N/A,error
2026-04-07 19:18:21,ollama/gemma4:26b,/Volumes/home/archives/papers/PC in AI for Cybersecurity 2024 July 1 0800 hrs.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/PC in AI for Cybersecurity 2024 July 1 0800 hrs.pdf.md,completed
2026-04-07 19:53:30,ollama/gemma4:26b,/Volumes/home/archives/papers/Equifax-Report.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Equifax-Report.pdf.md,completed
2026-04-07 19:57:54,ollama/gemma4:26b,/Volumes/home/archives/papers/Hacker Stole Secrets From OpenAI - SecurityWeek.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Hacker Stole Secrets From OpenAI - SecurityWeek.pdf.md,completed
2026-04-07 20:13:02,ollama/gemma4:26b,/Volumes/home/archives/papers/audible-superintelligence.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/audible-superintelligence.pdf.md,completed
2026-04-07 20:35:13,ollama/gemma4:26b,/Volumes/home/archives/papers/global-threat-report-2024-cs.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/global-threat-report-2024-cs.pdf.md,completed
2026-04-07 20:38:41,ollama/gemma4:26b,/Volumes/home/archives/papers/Assessing%20Cyber%20Threat%20Intelligence%20Threat%20Feeds_508c.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Assessing%20Cyber%20Threat%20Intelligence%20Threat%20Feeds_508c.pdf.md,completed
2026-04-07 22:10:08,ollama/gemma4:26b,/Volumes/home/archives/papers/audible-storytelling tips.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/audible-storytelling tips.pdf.md,completed
2026-04-07 22:15:54,ollama/gemma4:26b,/Volumes/home/archives/papers/AI-Safety-Perspectives-from-an-AI-Practitioner.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/AI-Safety-Perspectives-from-an-AI-Practitioner.pdf.md,completed
2026-04-07 23:21:20,ollama/gemma4:26b,/Volumes/home/archives/papers/audible-the art of investing.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/audible-the art of investing.pdf.md,completed
2026-04-07 23:26:14,ollama/gemma4:26b,/Volumes/home/archives/papers/DL25 Lecture AI APP_NVIDIA_Highflyer_250131_225519.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/DL25 Lecture AI APP_NVIDIA_Highflyer_250131_225519.pdf.md,completed
2026-04-07 23:44:05,ollama/gemma4:26b,/Volumes/home/archives/papers/CoT_Monitoring.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/CoT_Monitoring.pdf.md,completed
2026-04-07 23:53:24,ollama/gemma4:26b,/Volumes/home/archives/papers/ISO-IEC JTC 1-SC 27-WG 4_N6815_Response Proposed ISO-IEC DIS 27090.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/ISO-IEC JTC 1-SC 27-WG 4_N6815_Response Proposed ISO-IEC DIS 27090.pdf.md,completed
2026-04-08 00:04:33,ollama/gemma4:26b,/Volumes/home/archives/papers/ISO-IEC JTC 1-SC 27-WG 4_N6818_Evolution of cybersecurity standards .pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/ISO-IEC JTC 1-SC 27-WG 4_N6818_Evolution of cybersecurity standards .pdf.md,completed
2026-04-08 00:22:08,ollama/gemma4:26b,/Volumes/home/archives/papers/Cyber_Security_Risks_to_Artificial_Intelligence_1767702101.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Cyber_Security_Risks_to_Artificial_Intelligence_1767702101.pdf.md,completed
2026-04-08 00:47:10,ollama/gemma4:26b,/Volumes/home/archives/papers/audible-loonshots.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/audible-loonshots.pdf.md,completed
2026-04-08 00:58:09,ollama/gemma4:26b,/Volumes/home/archives/papers/Cybersecurity_Guide_2024_Final_1738914645.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Cybersecurity_Guide_2024_Final_1738914645.pdf.md,completed
2026-04-08 01:32:02,ollama/gemma4:26b,/Volumes/home/archives/papers/SEA-Outlook-2024-34-Full-Report 2024-08-04 16_03_30.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/SEA-Outlook-2024-34-Full-Report 2024-08-04 16_03_30.pdf.md,completed
2026-04-08 01:46:50,ollama/gemma4:26b,/Volumes/home/archives/papers/audible-kaizen way.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/audible-kaizen way.pdf.md,completed
2026-04-08 01:56:16,ollama/gemma4:26b,/Volumes/home/archives/papers/钱伯斯全球实践指南：医疗保健行业：医疗设备2024_32页_1mb.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/钱伯斯全球实践指南：医疗保健行业：医疗设备2024_32页_1mb.pdf.md,completed
2026-04-08 02:17:34,ollama/gemma4:26b,/Volumes/home/archives/papers/高盛：AI会吃掉软件吗？（英）-2026.3.9-31页.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/高盛：AI会吃掉软件吗？（英）-2026.3.9-31页.pdf.md,completed
2026-04-08 04:14:26,ollama/gemma4:26b,"/Volumes/home/archives/papers/Optimal Design of Experiments A Case Study Approach (Peter Goos, Bradley Jones).pdf","/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Optimal Design of Experiments A Case Study Approach (Peter Goos, Bradley Jones).pdf.md",completed
2026-04-08 06:33:55,ollama/gemma4:26b,/Volumes/home/archives/papers/Design and Analysis of Experiments Solutions Manual (Douglas C. Montgomery).pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Design and Analysis of Experiments Solutions Manual (Douglas C. Montgomery).pdf.md,completed
2026-04-08 06:40:05,ollama/gemma4:26b,/Volumes/home/archives/papers/AI_and_Personal_Data_CEDPO_1737281885.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/AI_and_Personal_Data_CEDPO_1737281885.pdf.md,completed
2026-04-08 06:46:58,ollama/gemma4:26b,/Volumes/home/archives/papers/Consent_or_Pay_after_EDPB_s_Opinion_08_2024_1741967202.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Consent_or_Pay_after_EDPB_s_Opinion_08_2024_1741967202.pdf.md,completed
2026-04-08 06:56:34,ollama/gemma4:26b,/Volumes/home/archives/papers/2501.16513v2.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/2501.16513v2.pdf.md,completed
2026-04-08 07:05:40,ollama/gemma4:26b,/Volumes/home/archives/papers/AIIA_v2__1737281943.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/AIIA_v2__1737281943.pdf.md,completed
2026-04-08 07:11:38,ollama/gemma4:26b,/Volumes/home/archives/papers/Guidelines_on_an_AI_system_1738914676.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Guidelines_on_an_AI_system_1738914676.pdf.md,completed
2026-04-08 07:18:44,ollama/gemma4:26b,/Volumes/home/archives/papers/2024-05-17-kapoor-et-al.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/2024-05-17-kapoor-et-al.pdf.md,completed
2026-04-08 07:21:47,ollama/gemma4:26b,/Volumes/home/archives/papers/audible-thinking in bet.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/audible-thinking in bet.pdf.md,completed
2026-04-08 07:27:44,ollama/gemma4:26b,/Volumes/home/archives/papers/Mapping_NIST_CSF_2_0_and_ISO_27001_1740195322.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/Mapping_NIST_CSF_2_0_and_ISO_27001_1740195322.pdf.md,completed
2026-04-08 07:30:13,ollama/gemma4:26b,/Volumes/home/archives/papers/SANS_SSA_maturity-model-ebook-2025 - Digital.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/SANS_SSA_maturity-model-ebook-2025 - Digital.pdf.md,completed
2026-04-08 07:32:29,ollama/gemma4:26b,/Volumes/home/archives/papers/China New AI Governance Initiatives Shouldn’t Be Ignored - Carnegie Endowment for International Peace.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/China New AI Governance Initiatives Shouldn’t Be Ignored - Carnegie Endowment for International Peace.pdf.md,completed
2026-04-08 08:26:22,ollama/gemma4:26b,/Volumes/home/archives/papers/audible-law school for everyone.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/audible-law school for everyone.pdf.md,completed
2026-04-08 08:38:30,ollama/gemma4:26b,/Volumes/home/archives/papers/TRM Guidelines 18 January 2021.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/TRM Guidelines 18 January 2021.pdf.md,completed
2026-04-08 08:44:11,ollama/gemma4:26b,/Volumes/home/archives/papers/projecting-the-global-value-of-cloud-3-trillion-is-up-for-grabs-for-companies-that-go-beyond-adoption.pdf,/Users/bstove/Library/Mobile Documents/iCloud~md~obsidian/Documents/Notes-Vault/00_Inbox/ricemaker/projecting-the-global-value-of-cloud-3-trillion-is-up-for-grabs-for-companies-that-go-beyond-adoption.pdf.md,completed
